1.927,1.484,2.1,2.8011,3.7128,4.2003,4.9,5.6,6.3004
1.9324,1.4852,2.1001,2.8001,3.7128,4.2002,4.9,5.6,6.3
1.6976,1.4852,2.1,2.8042,3.713,4.2003,4.9001,5.6,6.3
1.7137,1.4852,2.1,2.8001,3.7129,4.2002,4.9,5.5999,6.3
1.7947,1.4012,2.1,2.7984,3.7128,4.2,4.9,5.6001,6.3
1.729,1.4854,2.1,2.8001,3.7129,4.2,4.9,5.6001,6.3
1.7122,1.4852,2.1,2.8,3.7128,4.2003,4.9001,5.6,6.3002
1.9405,1.4852,2.1,2.8001,3.713,4.2003,4.9002,5.6,6.3
1.7114,1.4007,2.1,2.7926,3.7129,4.2003,4.9001,5.6,6.3
1.9826,1.4852,2.1,2.8001,3.7131,3.6449,4.9,5.6,6.2999
1.73,1.4014,2.1,2.9715,3.7134,4.2003,4.9,5.5973,6.3
1.8827,1.4852,2.1,2.8001,3.7128,4.2,4.9,5.6,6.2999
1.8116,1.4852,2.1,2.8004,3.7129,4.2003,4.9001,5.6,6.3003
1.7177,1.4852,2.1,2.9683,3.7129,4.2002,4.9,5.6,6.2997
1.9351,1.4852,2.1,2.8004,3.7129,4.2,4.9,5.6001,6.2997
1.898,1.4852,2.1,2.8003,3.7124,4.2003,4.9,5.6,6.3034
1.7493,1.4905,1.9647,2.8061,3.7128,4.2004,4.9001,5.6001,6.3
1.8339,1.4852,2.1,2.8001,3.7182,4.2003,4.9,5.6,6.2997
1.8398,1.4852,2.1001,2.8001,3.7128,4.2,4.9,5.6,6.3
1.8629,1.4852,2.0997,2.8021,3.7129,4.2,4.9,5.6,6.2997
1.8057,1.4852,2.1,2.9699,3.7129,4.2,4.9,5.6001,6.2992
1.8029,1.4762,2.1,2.8001,3.7129,4.2003,4.9,5.6,6.3
1.7118,1.4852,2.1,2.7996,3.7128,4.2,4.9,5.6,6.2999
1.7843,1.4852,2.1,2.8001,3.7133,4.2,4.9037,5.6,6.2988
1.6171,1.4852,2.1,2.8001,3.7129,4.2,4.9,5.6,6.3001
1.7863,1.4852,2.1,2.805,3.3805,4.2002,4.9,5.6,6.3
1.7292,1.4852,2.1,2.8001,3.7131,3.6449,4.9,5.6001,6.2999
1.7117,1.4905,1.9626,2.8061,3.7128,4.2004,4.9001,5.6001,6.3
1.7184,1.4852,2.1,2.8001,3.7129,4.2018,4.9,5.6,6.2992
1.7132,1.4852,2.1,2.8003,3.7134,4.2,4.4088,5.6,6.2997
1.9297,1.4852,2.1,2.8011,3.7128,4.2003,4.9,5.6,6.3004
1.7121,1.4852,2.1,2.8,3.7128,4.2003,4.9001,5.6,6.3002
1.6883,1.4852,2.1,2.8003,3.714,4.2019,4.9001,5.6,6.3
1.7388,1.4007,2.1,2.8004,3.7128,4.1999,4.9001,5.6,6.3
1.9319,1.4852,2.1,2.8001,3.7128,4.2003,4.9,5.6,6.3
1.7345,1.3999,2.1,2.8011,3.7128,4.2003,4.9,5.6,6.3
1.893,1.4852,2.1,2.8034,3.7128,4.2003,4.9,5.6,6.2992
1.7115,1.486,2.1,2.7926,3.7129,4.2003,4.9002,5.6,6.3
1.9056,1.4021,2.1,2.8004,3.713,4.2,4.9001,5.6,6.3
1.8792,1.4002,2.1,2.8,3.7128,4.2,4.9,5.6,6.3
1.7366,1.4004,2.1,2.8001,3.714,4.2,4.9,5.6,6.2999
1.8067,1.4851,2.1,2.8001,3.7129,4.2003,4.9,5.6,6.3
1.8647,1.4852,2.1,2.9591,3.7129,4.2,4.9,5.6001,6.2997
1.7837,1.4852,2.1,2.9699,3.7133,4.2,4.9002,5.5999,6.2992
1.8575,1.4852,2.1,2.9685,3.7128,4.2004,4.9,5.6,6.3004
1.7352,1.4892,2.1,2.8011,3.7128,4.2003,4.9,5.6,6.2999
1.5691,1.4852,2.1,2.8001,3.7128,4.2,4.9,5.6001,6.3
1.7354,1.4816,2.1,2.8001,3.7128,4.2003,4.9,5.6001,6.3
1.8804,1.4013,2.1,2.7999,3.7129,4.2,4.9,6.2855,6.3
1.9044,1.4852,2.1,2.8004,3.7129,4.2,4.9,5.6001,6.3
1.8759,1.4852,2.1,2.8001,3.7129,4.2,4.9,5.6001,6.3
1.7999,1.3999,2.1,2.7985,3.7128,4.2,4.9,5.6,6.3
1.7408,1.4852,2.1,2.8002,3.7128,4.2003,5.4801,5.6,6.3
1.7168,1.4897,2.1,2.7996,4.1481,4.2092,4.9001,5.6,6.3001
1.8965,1.4852,2.1,2.8003,3.7129,4.2003,4.9,5.6001,6.3035
1.7149,1.4852,2.1,2.8001,3.7129,4.2018,4.9,5.6001,6.2993
1.7077,1.4852,2.1,2.8004,3.7129,4.2003,4.9,5.6001,6.3
1.7039,1.4852,2.1,2.8041,3.713,4.2003,4.9001,5.6,6.3
1.7399,1.4852,2.1,2.8004,3.7129,4.2003,4.9001,5.6,6.3003
1.9749,1.4852,2.1,2.8001,3.7133,4.2,4.9036,5.6,6.2988
1.7165,1.4859,2.1,2.8,3.714,4.1999,4.9,5.6,6.3002
1.7776,1.4852,2.1,2.7991,3.7133,4.2,4.9002,5.5999,6.2992
1.8976,1.4852,2.1,2.8044,3.7131,4.2,4.9,5.6,6.2992
1.6981,1.4852,2.1,2.8003,3.713,4.2,4.9001,5.6,6.2999
1.8886,1.4852,2.0996,2.8021,3.7129,4.2,4.9,5.6,6.2997
1.9059,1.4852,2.1,2.8001,3.7129,4.2096,4.9,5.6,6.3
1.8334,1.4838,2.1,2.8001,3.7129,4.2003,4.9,5.6,6.3
1.7359,1.4854,2.1,2.8002,3.7129,4.1861,4.9,5.6001,6.2997
1.7975,1.4852,2.1,2.8001,3.7129,4.2,4.9,5.6,6.2999
1.8808,1.4013,2.1001,2.8,3.7128,4.2002,4.9001,5.6,6.3002
1.78,1.4852,2.1,2.8011,3.7128,4.2003,4.9001,5.6,6.3004
