1.7322,1.3999,2.3634,2.7123,3.501,4.2002,4.7393,6.6202,7.4403
1.8647,1.399,2.1012,2.7155,4.1423,4.4448,5.1935,5.9518,6.3016
1.8602,1.3995,2.1012,3.1306,4.1497,4.712,5.2046,6.3202,6.3012
1.9384,1.3999,2.1122,2.8018,3.274,4.1974,4.7472,5.9385,5.8834
1.8664,1.399,2.1012,3.1341,4.1423,4.7154,5.1935,5.6016,6.3016
1.7029,1.2628,2.0996,2.8,3.9289,4.4408,4.739,5.9448,7.075
1.7753,1.3991,2.1012,3.1434,3.9301,4.4557,5.2022,6.6287,5.8826
1.6934,1.4,2.1012,3.131,3.9167,4.7078,5.4912,5.9521,6.3163
1.8336,1.3982,2.0996,2.7975,3.7017,4.2129,5.516,5.9335,6.2863
1.8606,1.399,2.0995,2.7113,3.1553,4.7084,5.5056,5.9337,7.0383
1.9441,1.3987,2.1013,2.7092,3.4998,4.205,4.7227,5.9375,7.0594
1.8604,1.3995,2.1012,3.1325,4.1497,4.4753,5.7905,6.2943,6.3012
1.7588,1.4796,2.1014,2.7132,3.5019,3.9204,4.9081,5.944,6.7125
1.8137,1.398,2.0996,2.7975,3.7017,4.211,5.516,5.9335,7.0526
1.7933,1.3999,2.1014,2.8002,3.3868,4.7177,4.7411,6.631,6.6899
1.7214,1.3981,2.346,2.7952,3.497,4.2142,6.0833,5.9439,5.8798
1.6981,1.3988,2.1027,2.7135,3.9169,4.711,4.8789,5.6079,6.3025
1.7348,1.3995,2.0346,3.1454,3.3891,4.0701,5.1991,6.2764,6.6883
1.8294,1.399,2.0965,3.1425,3.7068,4.7089,4.741,5.6019,6.6803
1.7298,1.3992,2.1024,2.801,3.3867,4.4648,4.5759,5.4211,5.898
1.9454,1.5716,2.1015,2.7101,3.5135,4.449,5.1916,6.271,6.6873
1.5788,1.3991,2.1014,2.7966,3.3831,4.7161,5.2111,5.4167,6.6424
1.8119,1.5702,2.1017,3.1387,3.9407,4.1979,5.4829,5.949,6.6818
1.8539,1.4005,2.1004,2.7998,3.2805,4.7102,4.4181,5.5933,6.6922
1.7937,1.3999,2.1042,3.1432,3.3915,4.7095,5.2111,5.9371,5.8983
1.6967,1.3999,2.0994,3.1383,3.4975,4.4585,5.4869,5.9287,6.6383
1.7276,1.399,2.3597,2.8035,3.912,4.2051,4.8941,5.9475,5.8846
1.7148,1.4009,2.1001,3.1435,3.7092,3.9257,5.5033,5.95,6.3051
1.5695,1.3986,2.0998,2.797,3.3877,4.4628,5.1897,5.9393,7.4683
1.6643,1.4008,2.1013,2.8026,3.7092,3.9165,5.1932,5.9303,6.3051
1.8858,1.3981,2.3556,3.1282,3.5032,4.0712,4.889,5.6026,6.3263
1.9244,1.399,2.1014,2.802,3.4994,4.7221,4.7361,5.6046,7.0669
1.7706,1.5727,2.1109,2.8046,3.936,4.4411,5.7915,5.9444,6.3008
1.8897,1.3998,2.3499,2.7962,3.4973,4.4605,5.19,5.6048,6.6654
1.7581,1.4001,2.1014,2.7107,3.5019,3.9204,5.192,5.9389,7.0503
1.6586,1.2627,2.1016,2.7054,3.4988,4.7098,4.736,5.6127,6.2925
1.8593,1.399,2.1004,2.8021,3.5071,4.7012,5.1991,5.4326,6.3054
1.8547,1.5702,2.1017,3.1205,3.3897,4.1979,5.2115,5.6032,6.6815
1.5716,1.3988,2.1028,2.8073,3.387,4.4628,4.7404,5.9393,6.3324
1.8165,1.3988,2.1027,3.1445,3.2684,4.711,4.8789,5.6079,6.3025
1.7254,1.3976,2.1015,3.1495,3.935,4.4555,4.903,5.9452,6.2943
1.8568,1.31,2.3536,3.1239,4.1399,4.7089,5.1877,5.9327,6.677
